personID,filename,chirp_wer,Deepgram_wer,googleSTT_wer,whisper_wer,seamless_wer
9,as039,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,as040,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.2857142857142857
9,as041,0.125,0.375,0.25,0.125,0.125
9,as042,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666
9,as043,0.2,0.4,0.2,0.2,0.2
9,as044,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333
9,as045,0.125,0.375,0.25,0.125,0.125
9,as046,0.16666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333
9,as047,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666
9,as048,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333
9,as049,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285
9,as050,0.125,0.375,0.125,0.125,0.125
9,as051,0.125,0.375,0.25,0.125,0.125
9,as052,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as053,0.3333333333333333,0.5,0.16666666666666666,0.5,0.5
9,as054,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5
9,as055,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666
9,as056,0.5,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666
9,as057,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666
9,as058,0.125,0.375,0.125,0.125,0.125
9,as059,0.125,0.375,0.5,0.5,0.125
9,as060,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666
9,as061,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as062,0.125,0.375,0.125,0.125,0.125
9,as063,0.5,0.5,1.0,0.8333333333333334,0.5
9,as064,0.16666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333
9,as065,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666
9,as066,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.42857142857142855
9,as067,0.6,0.6,0.8,0.2,0.2
9,as068,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285
9,as069,0.125,0.375,0.125,0.125,0.25
9,as070,0.5,0.5,0.5,0.5,0.16666666666666666
9,as071,0.125,0.375,0.125,0.125,0.125
9,as072,0.25,0.375,0.375,0.125,0.375
9,as073,0.125,0.375,0.375,0.25,0.125
9,as074,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,as075,0.125,0.375,0.125,0.125,0.125
9,as076,0.125,0.375,0.25,0.125,0.125
9,as077,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285
9,as078,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285
9,as079,0.2,0.6,0.4,0.2,0.4
9,as080,0.125,0.375,0.5,0.125,0.125
9,as081,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666
9,as082,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as083,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285
9,as084,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,as085,0.125,0.375,0.25,0.125,0.25
9,as086,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.2857142857142857
9,as087,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666
9,as088,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.2857142857142857
9,as089,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.6666666666666666
9,as090,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
9,as091,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as092,0.25,0.5,0.375,0.125,0.25
9,as093,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
9,as094,0.25,0.125,0.25,0.125,0.125
9,as095,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,as096,0.25,0.375,0.25,0.125,0.125
9,as097,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666
9,as098,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as099,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as100,0.16666666666666666,0.16666666666666666,0.5,0.5,0.16666666666666666
9,as101,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.14285714285714285
9,as102,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,as103,0.2,0.2,0.6,0.2,0.2
9,as104,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as105,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as106,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,as107,0.16666666666666666,0.5,0.3333333333333333,0.5,0.16666666666666666
9,as108,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,as109,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333
9,as110,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as111,0.25,0.375,0.25,0.125,0.125
9,as112,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666
9,as113,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666
9,as114,0.25,0.375,0.375,0.25,0.25
9,as115,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857
9,as116,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.42857142857142855
9,as117,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,as118,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.14285714285714285
9,as119,0.14285714285714285,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as120,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as121,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as122,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.2857142857142857
9,as123,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333
9,as124,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285
9,as125,0.16666666666666666,1.0,0.5,0.16666666666666666,0.3333333333333333
9,as126,0.2,0.2,0.6,0.4,0.6
9,as127,0.125,0.0,0.125,0.125,0.125
9,as128,0.125,0.25,0.375,0.125,0.25
9,as129,0.5,0.375,0.375,0.125,0.125
9,as130,0.4,0.0,0.6,0.6,0.6
9,as131,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285
9,as132,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.5714285714285714
9,as133,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,as134,0.25,0.25,0.25,0.125,0.125
9,as135,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285
9,as136,0.4,0.4,0.6,0.4,0.4
9,as137,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,as138,0.375,0.375,0.375,0.25,0.5
9,as139,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.14285714285714285
9,as140,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857
9,as141,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333
9,as142,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
9,as143,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333
9,as144,0.125,0.125,0.25,0.375,0.25
9,as145,0.25,0.25,0.25,0.125,0.125
9,as146,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285
9,as147,0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
9,as148,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333
9,as149,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.2857142857142857
9,as150,0.25,0.375,0.25,0.375,0.25
9,ps001_LP,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,ps002_LP,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285
9,ps003_LP,0.375,0.375,0.25,0.125,0.25
9,ps004_LP,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.14285714285714285
9,ps005_LP,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666
9,ps006_LP,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.2857142857142857
9,ps007_LP,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666
